,0
0,13.072522783186287
1,14.217363311443478
2,13.872365781571716
3,13.12737719481811
4,12.412864610087126
5,13.200294080656022
6,13.096663745585829
7,12.510640888940543
8,13.170716118998826
9,12.633089942391962
10,13.16306381393224
11,13.679412636905909
12,13.362814710941166
13,13.359637200366706
14,13.085635177791119
15,13.248125115409493
16,14.081134470179677
17,13.32309865579009
18,13.447517843917012
19,13.023460573051125
20,12.814059263560921
21,12.904003179632127
22,13.194170027039945
23,13.554826550651342
24,13.744363660924137
25,13.91238350700587
26,14.072817559354007
27,12.905472359154373
28,12.72951638046652
29,14.404422864317894
30,12.996928721666336
31,12.981022453866899
32,14.042114703916013
33,12.924682171549648
34,12.67240010900423
35,13.972009908873588
36,13.91831327881664
37,13.524909480009228
38,14.324414686765522
39,13.188386911060661
40,13.18636372499168
41,13.42276603449136
42,12.769402626901865
43,13.040281753521413
44,13.028319119475782
45,13.364584682974964
46,13.173617363907397
47,13.317103313747793
48,13.756800475064665
49,13.576074632816017
50,13.432284052483737
51,13.37555331690237
52,13.299224801827222
53,13.033251979388297
54,13.033749883063138
55,13.356125814840198
56,12.977101623546332
57,13.704292498994619
58,13.173998545389622
59,13.585390913300216
60,13.095107592176646
61,13.513939796481282
62,13.360504587646574
63,13.216428380459547
64,13.64766913279891
65,12.795685098972172
66,13.568705420475453
67,12.838016270194203
68,12.361749345902354
69,13.928131277207285
70,13.103056243620813
71,13.130161688663065
72,13.203473791480064
73,12.87160567427054
74,13.118100179824978
75,13.29935880471021
76,13.031351418234408
77,12.885984348133206
78,13.193360219243914
79,13.115068005863577
80,13.226664675865322
81,12.942658476997167
82,13.029806718695909
83,13.201344344764948
84,13.522093884181231
85,13.775959737133235
86,12.515105582308024
87,12.768230956513435
88,13.373472314327955
89,13.604673599358648
90,13.125206703320146
91,12.843240480870008
92,12.868518124334514
93,13.177541302517056
94,14.067445901222527
95,13.440077417064458
96,13.191320816986263
97,14.511121131945401
98,12.58413361851126
99,13.791481401305646
100,13.130132434424013
101,14.353664929512888
102,13.044536486268044
103,13.674702093936503
104,13.452726369723678
105,12.835252509918064
106,13.315188626758754
107,12.822924748063087
108,13.327116832137108
109,12.538707595784217
110,13.053392821922898
111,13.374701127409935
112,13.120385938324034
113,13.093096398748457
114,13.16282724076882
115,12.844525695312768
116,13.207626337651163
117,14.17708668159321
118,13.723457338288426
119,14.111806254833937
120,13.48200285853818
121,13.570885453838855
122,13.230278985574841
123,12.938053647521883
124,13.747680916916579
125,13.376911021303385
126,12.69407003885135
127,13.646519013680518
128,13.160686529241502
129,13.068357869051397
130,13.08691895287484
131,13.013714761473238
132,12.948806643951684
133,12.53784302668646
134,13.36234750552103
135,13.173728812951595
136,14.210059138946235
137,13.16581612918526
138,13.434490229468793
139,12.895825539715588
140,12.871646589133888
141,11.179699858650565
142,13.273630959447473
143,13.119213593192399
144,13.413543165195733
145,13.274594584014267
146,-168105.46413075132
147,13.155113314278424
148,13.372110513038933
149,13.237311153672636
150,13.492650719359517
151,12.742346078157425
152,12.827615780755877
153,13.042466892395169
154,13.41912769479677
155,13.158602881245315
156,12.811469375155866
157,12.43513956060633
158,12.847074982710183
159,13.425981843378395
160,13.717338793445379
161,13.335741104092449
162,12.890980758704245
163,12.91391876945272
164,13.577284258324653
165,13.247396827675402
166,13.106963404919952
167,12.7708023567684
168,12.753865195903927
169,13.599396729376167
170,13.273921470623463
171,12.801681915763766
172,13.744187670759857
173,12.890036528464407
174,12.967671668622643
175,13.20118104107678
176,13.100022722035646
177,13.383413036353886
178,13.410662888549268
179,13.161314683500677
180,13.25929671479389
181,13.429335178341717
182,13.3674130840227
183,13.39262802572921
184,12.941641703248024
185,13.299248526338488
186,13.447424782440066
187,12.79857072327286
188,13.225760721135885
189,12.999470531009138
190,13.010821031872183
191,13.482699357904494
192,13.345170610584319
193,13.924309977795929
194,14.192832217086107
195,13.109761729836464
196,12.859246572013944
197,13.418445475399494
198,13.108245107345283
199,13.102232479024678
200,12.92040841607377
201,13.067769417073578
202,13.544352670200169
203,12.949473450426012
204,13.092168855015188
205,12.885008207987994
206,12.913162183947861
207,13.607063186354935
208,12.9281888990663
209,13.762411604169756
210,13.33295535016805
211,13.156648986507207
212,13.54180751182139
213,13.736450989264995
214,13.46733170049265
215,13.072381876409054
216,12.664820971433073
217,13.076597168110311
218,12.861136295832694
219,13.31929974257946
220,13.477590687572956
221,14.238602691330016
222,13.518476446624845
223,12.832217833958566
224,13.221406128257513
225,13.511843444313854
226,13.461628654971719
227,13.648033736273646
228,13.393401817884296
229,12.995102173183113
230,13.272029512096196
231,12.902618628926575
232,12.857160949148238
233,13.621240308973938
234,12.88672799244523
235,13.483950860332698
236,13.294808391481638
237,13.841782906558365
238,13.021091133356094
239,13.320002681110054
240,13.075681441929191
241,13.545866790693253
242,13.244694801978767
243,13.810043391305953
244,13.431979062967002
245,12.76326870592311
246,13.858019921462983
247,13.259967863559723
248,13.781321047339588
249,13.519023066852242
250,14.433306189253926
251,13.088848647661507
252,13.809255625586957
253,12.771043121349066
254,14.490803106687963
255,12.921816455200315
256,13.258754349313676
257,13.348192537669092
258,13.380542451050133
259,13.19945310242474
260,13.241851688362658
261,12.882668902631849
262,12.217010342981666
263,13.321704088710248
264,13.68644910119474
265,13.073872384149581
266,12.71920600766316
267,13.122974173631519
268,13.35176435019821
269,14.001431630924344
270,14.839299772400409
271,13.272155191749334
272,13.391965772490948
273,12.764233131427318
274,12.753825794905424
275,13.217504924163222
276,12.923797681927681
277,12.902719166129827
278,13.021589441224933
279,12.887340724468231
280,13.111034920904785
281,14.146197124850005
282,13.333395151421428
283,12.807690171524882
284,12.940928581636399
285,13.903438710607588
286,13.039316288661212
287,13.151279070414603
288,13.122741340193897
289,13.133775148540735
290,13.46485674707219
291,13.039943887386471
292,13.88429337600246
293,13.465576608199626
294,12.399938506539911
295,12.659757537767291
296,13.030741351190954
297,12.635229174047709
298,13.636632513254881
299,12.900815608445555
300,13.071074725594372
301,13.72529865289107
302,13.017102219164371
303,14.00553102279082
304,13.350252776406705
305,13.228066366631538
306,12.632955737877637
307,12.947113158646971
308,13.14138475060463
309,13.603613286744803
310,13.001537577714771
311,13.33969117468223
312,13.60917607601732
313,13.353302182629704
314,12.670421716291457
315,13.049844116903841
316,13.59809376578778
317,12.944825138896704
318,13.600657814648002
319,12.40437267255038
320,13.496581677347422
321,13.049066702835262
322,13.42359294462949
323,13.26783330179751
324,13.093015529215336
325,13.197199216112494
326,13.59303122619167
327,12.981496542692184
328,12.812603038735688
329,14.104177897796035
330,12.624886012170464
331,13.055900257080793
332,13.706500235944986
333,13.19932649238035
334,13.054550394881517
335,13.160223656333983
336,13.391188330482692
337,13.26803090190515
338,12.833808678667992
339,12.836809718050063
340,14.968333259224892
341,13.28482023999095
342,13.046036245301366
343,12.49828578112647
344,12.681019586045295
345,13.436349195893854
346,13.270157321356237
347,13.793931853957474
348,12.96868530055508
349,12.957262515556067
350,13.469085205812007
351,13.144101153127849
352,13.493292022962123
353,13.476472754497081
354,13.328120831865817
355,12.946325457189232
356,12.926571406424046
357,12.975970767438412
358,12.623562806751579
359,13.334729330148548
360,13.244632964022458
361,12.85107021406293
362,14.16350985178724
363,13.20429839938879
364,12.917994544375688
365,14.072161302436143
366,12.708691514097154
367,13.606378146912903
368,13.243212998844683
369,13.39087961614132
370,12.880725230555981
371,13.233337881043553
372,13.146843906957656
373,13.227058910764754
374,13.251527790911496
375,14.259491614066064
376,13.292940181214362
377,12.823930361773819
378,13.098246811889112
379,13.28847126988694
380,13.091198340058327
381,12.980146742425859
382,13.789471357129514
383,13.025051119271666
384,13.014859093353152
385,13.91155229974538
386,14.19675919180736
387,13.269803228788078
388,12.767372380476445
389,13.060798370279372
390,12.981229561846703
391,13.11910493671894
392,13.209016927983612
393,13.22180801210925
394,13.0553481397219
395,13.966535281855613
396,13.910132950171828
397,13.275305213872343
398,12.700729317963123
399,13.182931337505579
400,13.954345761332661
401,13.012997658457607
402,13.313411138020456
403,13.1946432730183
404,13.059914829675108
405,13.286437041591853
406,13.118751206900924
407,12.969211411196738
408,13.398995493073016
409,13.21862137876451
410,13.296150959096849
411,13.562818620819598
412,12.86455059191212
413,14.084592320490628
414,13.338316324166954
415,13.405078408773988
416,14.031967259012163
417,12.810957601293921
418,13.46086211828515
419,12.825693673919886
420,12.863343061413616
421,13.310155746527016
422,13.33774851821363
423,12.770201474893838
424,14.317767763510346
425,12.880649517755955
426,13.574702181853354
427,14.126665408723056
428,13.720932380761951
429,13.62107547139749
430,13.121262127999216
431,13.39185031875968
432,12.65178369404748
433,13.426801319699734
434,13.129520806018263
435,13.081225415691733
436,12.712270664982498
437,13.324631049763411
438,13.232212856411934
439,13.366294848266989
440,13.623463877942413
441,13.391928954049945
442,13.809992740862072
443,12.775652799289674
444,14.176113670691848
445,13.160758662968874
446,13.28171585733071
447,13.39980599982664
448,13.026804175693542
449,13.020791434217244
450,13.452795331832021
451,13.460676271934062
452,13.094549509231001
453,13.18359440844506
454,13.258499105926603
455,12.627285203896463
456,12.96379191428423
457,12.32186346501112
458,13.39246675092727
459,12.790739750489593
460,13.381827070377767
461,12.86192916892469
462,13.21580570191145
463,12.74135170923546
464,13.179238872602582
465,14.126894901972264
466,13.146301496773958
467,12.734310594853014
468,13.892932477872819
469,12.443235361482948
470,12.841476257424802
471,13.222181031946093
472,13.202316616196185
473,13.325445489026606
474,13.559735159855336
475,13.32613816158846
476,13.410621197894216
477,14.282142149750143
478,13.255480444058776
479,13.080819359980524
480,12.68115505296737
481,13.371049635112286
482,12.954369845800102
483,14.105797083582729
484,13.090537169016898
485,13.295703241135925
486,13.11554251331836
487,13.147143950685859
488,13.84020067891106
489,14.50366660906002
490,12.810125625226647
491,14.147503132000566
492,12.882712156977504
493,12.738642582204193
494,13.177817973308265
495,13.649014039430767
496,13.937096795998514
497,13.002382283098996
498,13.031089279800653
499,13.544596495572478
500,13.104837494902313
501,13.14264946943149
502,13.3122548465617
503,13.367983898613602
504,13.14158864878118
505,13.17820047121495
506,12.957076286431402
507,13.785755439195782
508,12.860129196196795
509,12.969167716335505
510,13.756101742386818
511,12.925047686323524
512,13.419729006942362
513,13.034918198827654
514,13.099804944824427
515,12.766573791857809
516,13.128086341079324
517,12.790093457326293
518,13.222228223923594
519,12.691468636039644
520,13.30405652942136
521,13.203070532530546
522,12.832295183558017
523,13.387558577116579
524,13.532394244335592
525,13.787386524956673
526,13.156177761498839
527,14.121895265299827
528,12.805620246566832
529,13.91028618812561
530,13.22512460174039
531,14.0028590047732
