,0
0,567165.2620177269
1,1009094.6406681538
2,526318.1484217644
3,867624.6979150921
4,850873.4812986255
5,820631.3528880477
6,333695.5296933055
7,420774.93105098605
8,750371.5905462205
9,422287.94621159136
10,840112.0421084911
11,486861.90592852235
12,592573.407600522
13,1176965.336932376
14,877664.8977711052
15,893655.2989439964
16,526604.4829064608
17,857872.355019629
18,707475.8851090223
19,431829.09165613353
20,831813.5379770994
21,-100320.7071955353
22,563947.8663861305
23,939342.4135344923
24,440732.80928629637
25,689529.4842567742
26,783466.0056510121
27,684374.6577050239
28,408680.6708854735
29,718820.758363381
30,452769.170364365
31,277432.7513013929
32,552398.7128375322
33,595603.5355755091
34,774274.4058995098
35,458462.1253692657
36,519431.0260141641
37,556762.9452543408
38,513998.3925983757
39,646939.7723663598
40,135871.06683187187
41,716842.4706878811
42,488878.51827026904
43,779048.267158106
44,859989.7065497339
45,541544.0304507613
46,575035.2095329762
47,860819.7060725391
48,597624.4281435162
49,747092.7701124549
50,546671.6811329424
51,732982.8676312417
52,251381.8453117758
53,415328.7719941139
54,433089.2013016641
55,466200.6178582907
56,517617.55824668705
57,723161.2171763331
58,1251486.6670530587
59,215141.19527509809
60,302635.7848120928
61,492289.33459472656
62,237964.72753323615
63,627351.6144578159
64,1143611.1206026524
65,187591.19963228703
66,655581.9481542408
67,466349.4586636126
68,702548.8641574979
69,671134.9075757265
70,920961.7301411182
71,487623.16869328916
72,439338.0541807264
73,638306.4540104121
74,548133.1420862377
75,385233.61702317
76,462457.1513569802
77,1215273.6493920088
78,446359.16123093665
79,944916.4705661982
80,313487.0906123519
81,843981.4439908415
82,441753.29181051254
83,1135710.7360443324
84,472328.15212476254
85,598537.0864281207
86,546501.2667849958
87,987318.4166693836
88,641179.9013904929
89,671971.0760364681
90,571783.5655186474
91,570545.5915376097
92,652223.046253264
93,1096888.9287901223
94,496028.09473732114
95,129685.07395461202
96,306771.0298909545
97,850864.1248543262
98,433197.0152913183
99,482129.68906769156
100,562146.7164904624
101,538488.0562916696
102,269851.96526394784
103,335991.33921571076
104,184542.24196077883
105,998374.2506431192
106,438011.184041515
107,506520.8618260771
108,395965.0715469569
109,231808.92576409876
110,841322.743059352
111,639589.1934684068
112,553705.5179753304
113,217225.44617550075
114,461574.801478222
115,309064.1632681042
116,1176526.393929705
117,372721.67129960656
118,635271.0739184171
119,429758.8849492222
120,697952.0528203845
121,746651.7157560438
122,887928.6864707917
123,648650.1031276584
124,573159.0885389894
125,942711.7379695177
126,304204.34799045324
127,935934.0328720063
128,945017.8240661025
129,493768.031049937
130,374643.5792328119
131,724198.7473554313
132,597433.6378256679
133,563850.6270360202
134,-46612.6334131062
135,746322.7301403582
136,447191.59521095455
137,208343.7590945363
138,1017952.6954744607
139,707408.3615596294
140,514301.66949279606
141,485486.63335590065
142,1116086.1625518799
143,666872.0727974772
144,364545.1755359918
145,801841.4557068348
146,361602.55149561167
147,337625.8346068859
148,1014473.4567427933
149,290785.33581477404
150,502441.5804207474
151,546044.4810808152
152,686907.18274872
153,866366.4804886132
154,886449.0093672127
155,828646.6513074487
156,836855.1992127001
157,888891.4491709769
158,526375.2638685554
159,910190.0769727677
160,509339.32468903065
161,645953.6420340091
162,465392.9605356604
163,859649.9338879287
164,291593.750206247
165,1138645.5979243815
166,792507.4667370915
167,1111198.1474578679
168,782885.9581192732
169,505726.6519024074
170,693170.7295612395
171,588018.5068204254
