,0
0,475689.5340285283
1,1494590.2431121683
2,1058501.5531205959
3,502512.20381459786
4,245944.34368513955
5,540522.8714905266
6,487312.8964124763
7,271206.87953002023
8,524769.403367195
9,306534.83440690994
10,520769.02572683827
11,872756.1669988633
12,635910.5185970372
13,633893.1098884357
14,481968.04924730543
15,567004.9720721266
16,1304243.456029836
17,611149.5797278032
18,692121.224440176
19,452914.37327514857
20,367344.92703404545
21,401916.92481611733
22,537222.7895739052
23,770523.3612135219
24,931324.0731820328
25,1101719.3900972237
26,1293441.1543511492
27,402507.8483809894
28,337565.0184765874
29,1802026.295402511
30,441055.7017965912
31,434095.6368576647
32,1254332.2367603933
33,410314.711967706
34,318824.78657703823
35,1169409.0032656551
36,1108271.74840497
37,747812.9379882843
38,1663466.2498747814
39,534124.928371126
40,533045.3846609009
41,675200.2236171004
42,351301.3848601186
43,460597.3819853713
44,455120.2379514099
45,637037.0608809903
46,526294.1015200327
47,607496.4846824112
48,942979.115592121
49,787070.7032289936
50,681657.4824163956
51,644062.9599853643
52,596731.8482348948
53,457370.83363438275
54,457598.61745361256
55,631671.1666183688
56,432396.94990960887
57,894742.6207830292
58,526494.7537069378
59,794437.5464839659
60,486555.15096822387
61,739654.4853837497
62,634443.1801036026
63,549314.578988987
64,845486.8971583892
65,360656.8842703821
66,781291.9233999676
67,376251.699659489
68,233688.6766182494
69,1119206.3586230339
70,490438.0275930647
71,503913.39864147844
72,542244.3164936154
73,389104.4533906265
74,497871.9384736847
75,596811.8175148688
76,456502.3960153054
77,394739.6903318267
78,536787.9176659908
79,496364.5875435709
80,554966.4130976064
81,417757.3678416932
82,455797.77978045057
83,541090.8625308623
84,745710.3575817081
85,961220.1026940255
86,272420.44663758995
87,350890.01530022017
88,642724.0548422578
89,809905.1043377615
90,501422.6860004096
91,378222.46639792767
92,387904.92362984363
93,528363.3082540447
94,1286511.8528663707
95,686990.6501565432
96,535694.3046728671
97,2004931.8601354577
98,291889.385459541
99,976256.2449437176
100,503898.65722482407
101,1712841.6719551869
102,462561.2799721252
103,868654.6745740833
104,695735.5654306612
105,375213.26305030193
106,606334.429993123
107,370616.1055228751
108,613610.2308861205
109,278926.61865023954
110,466676.08091877826
111,643514.3292480865
112,499011.2573821409
113,485577.57581083395
114,520645.84008622065
115,378708.8771636501
116,544500.696825822
117,1435589.300168257
118,912055.6088963628
119,1344866.7712325524
120,716405.3827007333
121,782997.0259544997
122,556975.86641305
123,415838.08417435654
124,934418.6467705762
125,644938.0023483878
126,325809.1207110659
127,844515.0443438775
128,519532.4775132124
129,473712.44386287505
130,482587.18643526913
131,448521.78482376534
132,420333.7278640872
133,278685.5706669771
134,635613.4866816849
135,526352.7598747112
136,1483713.26288756
137,522204.32330160524
138,683163.0017824174
139,398643.5870813179
140,389120.3739127707
141,71659.850450994
142,581652.9483714206
143,498426.5855771086
144,669001.5596560078
145,582213.7145460822
146,-1.0
147,516645.05933737796
148,641849.3867313402
149,560906.4253421836
150,724074.3346651068
151,341923.7895136584
152,372358.76672601013
153,461604.9538563528
154,672748.0757818102
155,518451.079641343
156,366394.7730045261
157,251484.23539263042
158,379675.54911957454
159,677375.0367299907
160,906492.1870148487
161,618925.0663672026
162,396716.9122828499
163,405922.0016350909
164,788023.3412898368
165,566592.1789118532
166,492358.00036039954
167,351793.45760450966
168,345885.23379246355
169,805642.5913814163
170,581821.9498912079
171,362826.18146473187
172,931160.18355131
173,396342.4960287798
174,428338.62173229124
175,541002.5074486248
176,488952.5245086532
177,649145.067828295
178,667077.4195651104
179,519858.92719954264
180,573374.850255217
181,679650.3182356854
182,638841.4105091462
183,655154.5882544805
184,417332.81797194434
185,596746.0055980129
186,692056.8175206906
187,361699.11043884384
188,554464.9743529606
189,442178.2098382792
190,447225.7572456319
191,716904.5331010972
192,624788.8365089901
193,1114937.6933208152
194,1458372.3330199176
195,493737.71035707527
196,384325.0546788503
197,672289.2698337656
198,492989.46267223806
199,490034.1876429344
200,408564.8648196706
201,473433.76825156325
202,762495.0980965383
203,420614.10324968444
204,485127.3892619631
205,394354.5561001186
206,405615.0023262226
207,811842.7596087988
208,411756.1031713936
209,948285.171324464
210,617203.2899850399
211,517439.06785518606
212,760556.8923302846
213,923983.8822281185
214,705971.5964480448
215,475622.51073054754
216,316417.4961953799
217,477631.6341138594
218,385052.0114359588
219,608832.2761213259
220,713251.4382473023
221,1526673.9471882996
222,743017.6665677156
223,374076.33532270545
224,552055.7501720448
225,738105.5311478653
226,701956.8615833229
227,845795.2211881313
228,655661.7386982457
229,440250.8256433422
230,580722.2056630818
231,401360.8341264521
232,383524.3307656271
233,823434.3416265853
234,395033.3461751324
235,717802.3037804802
236,594102.2420944163
237,1026619.509055054
238,451842.48799647024
239,609260.3989442047
240,477194.45360521297
241,763650.4835402193
242,565063.2960534708
243,994546.7510989776
244,681449.6154255028
245,349153.11917342176
246,1043424.8264443157
247,573759.7999142684
248,966387.3464236213
249,743423.9266250614
250,1854833.7922093268
251,483519.3334330871
252,993763.5889893889
253,351878.1674467314
254,1964606.6353640878
255,409140.54673933017
256,573063.955303816
257,626679.7615179775
258,647284.3106748271
259,540068.4937687813
260,563459.035687272
261,393433.11622033454
262,202198.54654944903
263,610297.8832604489
264,878918.9483050351
265,476331.9598432217
266,334102.46774824464
267,500304.49140059506
268,628922.1500254036
269,1204326.2026451542
270,2783721.9277361273
271,580795.1953407014
272,654720.8529817411
273,349490.01474007743
274,345871.60579796374
275,549906.2596447768
276,409951.9524309128
277,401401.1879512437
278,452067.7012701352
279,395275.4705403198
280,494366.7344221257
281,1391922.4490280966
282,617474.7969055314
283,365012.70197767
284,417035.31429784413
285,1091908.6683864745
286,460152.905030865
287,514667.90522236115
288,500188.01711325184
289,505737.5668972901
290,704226.5075533587
291,460441.7876767935
292,1071202.5377974103
293,704733.636070071
294,242785.68724580953
295,314819.38151751744
296,456223.98327202647
297,307191.2874697357
298,836206.8731529677
299,400637.8225174606
300,475001.2052294758
301,913736.5391345335
302,450043.7130592913
303,1209273.3449937417
304,627972.2044122752
305,555744.851233417
306,306493.6986744925
307,419622.4995766924
308,509600.71601185825
309,809046.8057921021
310,443093.1602140807
311,621374.7029527735
312,813559.9093310735
313,629890.0725029638
314,318194.6475010408
315,465022.9166505112
316,804593.5506959514
317,418663.49025648786
318,806659.2175402625
319,243864.63406901623
320,726926.2460853297
321,464661.54100293777
322,675758.7852625032
323,578290.4745625313
324,485538.3088858846
325,538852.6092765459
326,800530.5521474032
327,434301.48601382965
328,366810.3780818407
329,1334646.6705537767
330,304030.3232753787
331,467847.7117191289
332,896720.1614773406
333,540000.1198747038
334,467216.6064765838
335,519292.055188705
336,654212.0425204504
337,578404.7563108233
338,374671.90787863906
339,375798.00491619855
340,3167119.138319563
341,588197.7853029157
342,463255.5324055363
343,267876.69171543827
344,321584.77586885495
345,684434.1618804447
346,579635.9981660406
347,978651.4505689002
348,428773.0205738823
349,423903.09413725307
350,707210.6091414365
351,510986.8812380711
352,724538.8357129638
353,712454.5152914006
